name,city,stabbr,basic2021,enrprofile2021,sector,control,hbcu,hsi,msi,womens,selindex,rooms,ugtenr20,tribal
North Central Institute,Clarksville,TN,1,1,6,3,0,0,0,0,,0,62,0
Atlanta Institute of Music and Media,Duluth,GA,0,1,6,3,0,0,0,0,,0,270,0
Jna Institute of Culinary Arts,Philadelphia,PA,1,1,6,3,0,0,0,0,,0,14,0
Centura College-Chesapeake,Chesapeake,VA,1,2,3,3,0,0,0,0,1.0,0,164,0
University of Phoenix-Hawaii,Kapolei,HI,5,3,3,3,0,0,0,0,1.0,0,107,0
Sonoran University of Health Sciences,Tempe,AZ,1,7,2,2,0,0,0,0,0.0,0,0,0
Yeshiva D'monsey Rabbinical College,Monsey,NY,1,2,2,2,0,0,0,0,3.0,100,71,0
Career Technical Institute,Washington,DC,0,1,6,3,0,0,0,0,,0,493,0
Northwest Vista College,San Antonio,TX,0,1,4,1,0,1,1,0,,0,18542,0
Oconee Fall Line Technical College,Sandersville,GA,0,1,4,1,0,0,0,0,,0,1835,0
York County Community College,Wells,ME,0,1,4,1,0,0,0,0,,0,1575,0
Arkansas State University-Mountain Home,Mountain Home,AR,0,1,4,1,0,0,0,0,,0,1271,0
Columbia Gorge Community College,The Dalles,OR,0,1,4,1,0,1,1,0,,0,825,0
Bakke Graduate University,Dallas,TX,1,7,2,2,0,0,0,0,0.0,0,0,0
Tillamook Bay Community College,Tillamook,OR,0,1,4,1,0,0,0,0,,0,497,0
Ross College-Hopkinsville,Hopkinsville,KY,1,1,6,3,0,0,0,0,,0,98,0
Arizona College-Glendale,Glendale,AZ,1,1,6,3,0,0,0,0,,0,524,0
Living Arts College,Raleigh,NC,5,2,3,3,0,0,0,0,1.0,72,171,0
New York Conservatory for Dramatic Arts,New York,NY,1,1,6,3,0,0,0,0,,0,257,0
Eastern International College-Jersey City,Jersey City,NJ,1,2,3,3,0,0,0,0,1.0,0,292,0
San Joaquin Valley College-Trades Education Center,Fresno,CA,1,1,6,3,0,0,0,0,,0,189,0
Pacific College,Costa Mesa,CA,1,3,3,3,0,0,0,0,3.0,0,240,0
National Defense University,Washington,DC,1,7,1,1,0,0,0,0,0.0,0,0,0
Midwestern University-Glendale,Glendale,AZ,1,7,2,2,0,0,0,0,0.0,434,0,0
Oregon Coast Community College,Newport,OR,0,1,4,1,0,0,0,0,,0,417,0
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,4,5,2,2,0,0,0,0,0.0,0,10328,0
Southeastern College-West Palm Beach,West Palm Beach,FL,1,1,6,3,0,0,0,0,,0,690,0
Defense Language Institute Foreign Language Center,Monterey,CA,1,1,4,1,0,0,0,0,,2463,2511,0
Ottawa University-Milwaukee,Brookfield,WI,5,5,2,2,0,0,0,0,1.0,0,105,0
Klamath Community College,Klamath Falls,OR,0,1,4,1,0,0,0,0,,0,1492,0
American College of Acupuncture and Oriental Med,Houston,TX,1,7,3,3,0,0,0,0,0.0,0,0,0
AOMA Graduate School of Integrative Medicine,Austin,TX,1,7,3,3,0,0,0,0,0.0,0,0,0
Urban College of Boston,Boston,MA,1,1,5,2,0,1,1,0,,0,554,0
Strayer University-Maryland,Suitland,MD,1,4,3,3,0,0,0,0,1.0,0,2344,0
The Creative Center,Omaha,NE,1,2,3,3,0,0,0,0,0.0,0,24,0
San Juan Bautista School of Medicine,Caguas,PR,1,6,2,2,0,0,0,0,1.0,0,62,0
Texas Health and Science University,Austin,TX,1,6,3,3,0,0,0,0,0.0,0,28,0
Carver Career Center,Charleston,WV,1,1,4,1,0,0,0,0,,0,178,0
Colegio de Cinematografía Artes y Television,Bayamon,PR,0,1,6,3,0,0,0,0,,0,619,0
Institute of Technology,Clovis,CA,0,1,6,3,0,0,0,0,,0,1279,0
Trinity College of Puerto Rico,Ponce,PR,1,1,5,2,0,1,1,0,,0,45,0
Yeshiva of the Telshe Alumni,Riverdale,NY,1,2,2,2,0,0,0,0,0.0,300,75,0
United States Naval War College,Newport,RI,1,7,1,1,0,0,0,0,0.0,0,0,0
Appalachian School of Law,Grundy,VA,1,7,2,2,0,0,0,0,0.0,0,0,0
Platt College-Ontario,Ontario,CA,5,2,3,3,0,0,0,0,1.0,0,522,0
Delaware College of Art and Design,Wilmington,DE,1,1,5,2,0,0,0,0,,43,107,0
American University of Health Sciences,Signal Hill,CA,1,4,3,3,0,0,0,0,1.0,0,323,0
Career Networks Institute,Santa Ana,CA,1,2,3,3,0,0,0,0,1.0,0,522,0
Carolinas College of Health Sciences,Charlotte,NC,1,2,1,1,0,0,0,0,0.0,0,514,0
Western Governors University,Salt Lake City,UT,4,5,2,2,0,0,0,0,1.0,0,104919,0
California Aeronautical University,Bakersfield,CA,1,3,3,3,0,0,0,0,1.0,198,269,0
Herzing University-New Orleans,Metairie,LA,5,3,2,2,0,0,0,0,0.0,0,443,0
Florida Gulf Coast University,Fort Myers,FL,3,3,1,1,0,0,0,0,2.0,4748,13871,0
Little Priest Tribal College,Winnebago,NE,33,1,4,1,0,0,1,0,1.0,34,113,1
South Louisiana Community College,Lafayette,LA,0,1,4,1,0,0,0,0,,0,5855,0
Pima Medical Institute-Chula Vista,Chula Vista,CA,1,1,6,3,0,0,0,0,,0,737,0
Lincoln College of Technology-Marietta,Marietta,GA,1,1,6,3,0,0,0,0,,0,496,0
Myotherapy Institute,Lincoln,NE,1,1,6,3,0,0,0,0,,0,13,0
Florida College of Integrative Medicine,Orlando,FL,1,7,3,3,0,0,0,0,0.0,0,0,0
City College-Miami,Miami,FL,0,2,2,2,0,1,1,0,1.0,0,52,0
Ilisagvik College,Barrow,AK,33,2,1,1,0,0,1,0,1.0,52,232,1
Community College of Baltimore County,Baltimore,MD,0,1,4,1,0,0,0,0,,0,17573,0
White Earth Tribal and Community College,Mahnomen,MN,33,1,4,1,0,0,1,0,1.0,0,141,1
Dewey University-Carolina,Carolina,PR,5,2,2,2,0,1,1,0,1.0,0,345,0
Yeshiva College of the Nations Capital,Silver  Spring,MD,1,2,2,2,0,0,0,0,1.0,29,31,0
Louisiana State University Health Sciences Center-Shreveport,Shreveport,LA,1,6,1,1,0,0,0,0,0.0,0,29,0
Southwest Acupuncture College-Boulder,Boulder,CO,1,7,3,3,0,0,0,0,0.0,0,0,0
River Parishes Community College,Gonzales,LA,0,1,4,1,0,0,0,0,,0,2755,0
Los Angeles Film School,Hollywood,CA,1,2,3,3,0,0,0,0,1.0,0,5669,0
FINE Mortuary College,Norwood,MA,1,1,6,3,0,0,0,0,,0,100,0
International Baptist College and Seminary,Chandler,AZ,1,4,2,2,0,0,0,0,1.0,157,50,0
University of Management and Technology,Arlington,VA,3,5,3,3,0,0,0,0,1.0,0,193,0
Baton Rouge Community College,Baton Rouge,LA,0,1,4,1,0,0,0,0,,0,7376,0
Linfield University-School of Nursing,Portland,OR,1,3,2,2,0,0,0,0,0.0,0,340,0
Linfield University-Online and Continuing Education,McMinnville,OR,1,3,2,2,0,0,0,0,0.0,0,172,0
The College of Health Care Professions-Austin,Austin,TX,1,1,6,3,0,0,0,0,,0,666,0
Chicago School of Professional Psychology - College of Nursing and Advanced Health Professions,Richardson,TX,1,2,2,2,0,0,0,0,3.0,0,81,0
Professional Golfers Career College,Temecula,CA,1,1,6,3,0,0,0,0,,0,86,0
Chester Career College,CHESTER,VA,1,1,6,3,0,0,0,0,,0,159,0
Carrington College-San Jose,San Jose,CA,1,1,6,3,0,0,0,0,,0,578,0
Brookline College-Tucson,Tucson,AZ,0,1,3,3,0,0,0,0,,0,349,0
Miller-Motte College-McCann-Lewisburg,Lewisburg,PA,0,1,6,3,0,0,0,0,,0,193,0
Carrington College-Pleasant Hill Campus,Pleasant Hill,CA,1,1,6,3,0,0,0,0,,0,325,0
Stratford University,Alexandria,VA,4,4,3,3,0,0,0,0,1.0,0,1682,0
Universal Technical Institute of California Inc,Rancho Cucamonga,CA,1,1,6,3,0,0,0,0,,0,1318,0
Marine Corps University,Quantico,VA,1,7,1,1,0,0,0,0,0.0,0,0,0
American InterContinental University-Atlanta,Atlanta,GA,4,3,3,3,0,0,0,0,1.0,0,1312,0
Eastern West Virginia Community and Technical College,Moorefield,WV,0,1,4,1,0,0,0,0,,0,374,0
Midwest College of Oriental Medicine-Skokie,Skokie,IL,1,6,3,3,0,0,0,0,0.0,0,12,0
Carrington College-Spokane,Spokane,WA,1,1,6,3,0,0,0,0,,0,360,0
Cascadia College,Bothell,WA,0,2,1,1,0,0,0,0,1.0,0,2597,0
CBD College,Los Angeles,CA,1,1,2,2,0,1,1,0,,0,974,0
East West College of Natural Medicine,Sarasota,FL,1,7,3,3,0,0,0,0,0.0,0,0,0
Atlantic Institute of Oriental Medicine,Fort Lauderdale,FL,1,6,2,2,0,0,0,0,0.0,0,69,0
Community Care College,Tulsa,OK,0,1,5,2,0,0,0,0,,0,658,0
The King's University,Southlake,TX,1,5,2,2,0,0,0,0,0.0,0,319,0
Fortis College-Baton Rouge,Baton Rouge,LA,1,1,6,3,0,0,0,0,,0,408,0
New York College of Traditional Chinese Medicine,Mineola,NY,1,6,2,2,0,0,0,0,0.0,0,79,0
Fortis College-Orange Park,Orange Park,FL,1,1,6,3,0,0,0,0,,0,489,0
Northeastern Seminary,Rochester,NY,1,7,2,2,0,0,0,0,0.0,0,0,0
Pacific Islands University,Mangilao,GU,5,2,2,2,0,0,0,0,1.0,39,273,0
PCI College,Cerritos,CA,1,2,3,3,0,0,0,0,1.0,0,140,0
Rosedale Bible College,Irwin,OH,1,1,5,2,0,0,0,0,,174,71,0
Seattle Institute of East Asian Medicine,Seattle,WA,1,7,2,2,0,0,0,0,0.0,0,0,0
Acupuncture and Massage College,Miami,FL,1,6,3,3,0,0,0,0,1.0,0,41,0
Keck Graduate Institute,Claremont,CA,4,7,2,2,0,0,0,0,0.0,0,0,0
New York Automotive and Diesel Institute,Jamaica,NY,1,1,6,3,0,0,0,0,,0,242,0
Remington College-Baton Rouge Campus,Baton Rouge,LA,1,1,5,2,0,0,0,0,,0,129,0
New Saint Andrews College,Moscow,ID,5,4,2,2,0,0,0,0,2.0,0,157,0
Arkansas State University-Newport,Newport,AR,0,1,4,1,0,0,0,0,,0,1941,0
Atenas College,Manati,PR,1,2,2,2,0,1,1,0,1.0,0,558,0
National American University-Ellsworth AFB Extension,Ellsworth Air Force Base,SD,1,2,3,3,0,0,0,0,1.0,0,118,0
Interactive College of Technology,Pasadena,TX,0,1,6,3,0,0,0,0,,0,45,0
Pillar College,Newark,NJ,5,5,2,2,0,1,1,0,1.0,0,414,0
Southern University Law Center,Baton Rouge,LA,1,7,1,1,1,0,1,0,0.0,0,0,0
Miller-Motte College-Charleston,Charleston,SC,0,1,6,3,0,0,0,0,,0,309,0
American Career College-Anaheim,Anaheim,CA,1,1,6,3,0,0,0,0,,0,1274,0
Saginaw Chippewa Tribal College,Mount Pleasant,MI,33,1,4,1,0,0,1,0,1.0,0,96,1
Richmont Graduate University,Chattanooga,TN,1,7,2,2,0,0,0,0,0.0,0,0,0
The Seattle School of Theology & Psychology,Seattle,WA,1,7,2,2,0,0,0,0,0.0,0,0,0
Smith Chason College,Los Angeles,CA,1,2,3,3,0,0,0,0,1.0,0,809,0
Irell & Manella Graduate School of Biological Sciences at Beckman Research Institute of City of Hope,Duarte,CA,1,7,2,2,0,0,0,0,0.0,10,0,0
Ultimate Medical Academy,Clearwater,FL,1,1,5,2,0,0,0,0,,0,7124,0
Texas County Technical College,Houston,MO,1,1,5,2,0,0,0,0,,0,52,0
Yeshiva Shaarei Torah of Rockland,Suffern,NY,1,2,2,2,0,0,0,0,2.0,120,90,0
American Institute of Alternative Medicine,Columbus,OH,1,3,3,3,0,0,0,0,0.0,0,321,0
Universidad Pentecostal Mizpa,Rio Piedras,PR,1,4,2,2,0,1,1,0,1.0,22,147,0
Concorde Career College-Grand Prairie,Grand Prairie,TX,1,1,6,3,0,0,0,0,,0,862,0
Lamar Institute of Technology,Beaumont,TX,0,1,4,1,0,0,0,0,,0,4417,0
Eastern Virginia Career College,Fredericksburg,VA,1,1,6,3,0,0,0,0,,0,190,0
Nevada State University,Henderson,NV,5,3,1,1,0,1,1,0,0.0,0,7218,0
California State University-Channel Islands,Camarillo,CA,4,3,1,1,0,1,1,0,2.0,1563,6947,0
Franklin W Olin College of Engineering,Needham,MA,1,2,2,2,0,0,0,0,3.0,354,310,0
Won Institute of Graduate Studies,Glenside,PA,1,7,2,2,0,0,0,0,0.0,0,0,0
Pima Medical Institute-Colorado Springs,Colorado Springs,CO,1,1,6,3,0,0,0,0,,0,463,0
Ave Maria School of Law,Naples,FL,1,7,2,2,0,0,0,0,0.0,113,0,0
Pennsylvania College of Health Sciences,Lancaster,PA,1,3,2,2,0,0,0,0,0.0,0,1848,0
West Virginia Junior College-Bridgeport,Bridgeport,WV,1,1,6,3,0,0,0,0,,0,123,0
Antioch University-PhD Program in Leadership and Change,Yellow Springs,OH,1,7,2,2,0,0,0,0,0.0,0,0,0
St Louis College of Health Careers-Fenton,Fenton,MO,1,3,3,3,0,0,0,0,0.0,0,501,0
Interactive College of Technology-Gainesville,Gainesville,GA,1,1,6,3,0,0,0,0,,0,52,0
San Joaquin Valley College-Ontario,Ontario,CA,0,1,6,3,0,0,0,0,,0,862,0
Alaska Christian College,Soldotna,AK,0,1,5,2,0,0,0,0,,106,93,0
University of Arkansas Grantham,Lenexa,KS,4,4,3,3,0,0,0,0,1.0,0,5319,0
Carrington College-Albuquerque,Albuquerque,NM,1,1,6,3,0,0,0,0,,0,440,0
University of the Potomac-VA Campus,FALLS CHURCH,VA,1,6,3,3,0,0,0,0,1.0,0,48,0
Tohono O'odham Community College,Sells,AZ,33,1,4,1,0,0,1,0,1.0,36,843,1
Edward Via College of Osteopathic Medicine,Blacksburg,VA,1,7,2,2,0,0,0,0,0.0,0,0,0
Pacific College of Health Science-Chicago,Chicago,IL,1,6,3,3,0,0,0,0,1.0,0,43,0
Southwest Institute of Healing Arts,Tempe,AZ,1,1,6,3,0,0,0,0,,0,846,0
University of Antelope Valley,Lancaster,CA,5,3,3,3,0,0,0,0,1.0,85,691,0
Birthingway College of Midwifery,Beaverton,OR,1,2,2,2,0,0,0,0,0.0,0,2,0
Faith International University,Tacoma,WA,4,6,2,2,0,0,0,0,1.0,0,142,0
Family of Faith Christian University,Shawnee,OK,1,6,2,2,0,0,0,0,0.0,8,42,0
Hood Theological Seminary,Salisbury,NC,1,7,2,2,0,0,0,0,0.0,125,0,0
International Technological University,Santa Clara,CA,4,7,2,2,0,0,0,0,0.0,0,0,0
Southeastern College-Charleston,North Charleston,SC,1,1,6,3,0,0,0,0,,0,200,0
West Coast University-Los Angeles,North Hollywood,CA,1,2,3,3,0,0,0,0,1.0,0,2413,0
Williamson College,Franklin,TN,1,5,2,2,0,0,0,0,1.0,0,47,0
Triangle Tech Inc-Sunbury,Sunbury,PA,0,1,6,3,0,0,0,0,,0,53,0
DigiPen Institute of Technology,Redmond,WA,5,3,3,3,0,0,0,0,3.0,210,1061,0
Pierpont Community and Technical College,Fairmont,WV,0,1,4,1,0,0,0,0,,100,1613,0
Dewey University-Hato Rey,Hato Rey,PR,1,5,2,2,0,0,0,0,1.0,0,363,0
American College of Healthcare Sciences,Portland,OR,1,5,3,3,0,0,0,0,0.0,0,602,0
Miller-Motte College-Chattanooga,Chattanooga,TN,0,1,6,3,0,0,0,0,,0,351,0
Interactive College of Technology,Houston,TX,1,1,6,3,0,0,0,0,,0,23,0
"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",Chicago,IL,1,7,2,2,0,0,0,0,0.0,0,0,0
Strayer University-Tennessee,Memphis,TN,1,4,3,3,0,0,0,0,1.0,0,3670,0
Strayer University-Pennsylvania,Trevose,PA,4,4,3,3,0,0,0,0,1.0,0,1973,0
Brookline College-Albuquerque,Albuquerque,NM,1,2,3,3,0,0,0,0,1.0,0,608,0
Byzantine Catholic Seminary of Saints Cyril and Methodius,Pittsburgh,PA,1,7,2,2,0,0,0,0,0.0,31,0,0
Northcentral University,La Jolla,CA,3,6,2,2,0,0,0,0,0.0,0,176,0
Folsom Lake College,Folsom,CA,0,1,4,1,0,0,0,0,,0,9542,0
Hussian College-Daymar College Murfreesboro,Murfreesboro,TN,0,1,3,3,0,0,0,0,,0,139,0
Advance Science International College,Miami Lakes,FL,1,1,6,3,0,0,0,0,,0,53,0
Advanced College,South Gate,CA,1,1,6,3,0,0,0,0,,0,59,0
ATA College,El Cajon,CA,0,1,6,3,0,0,0,0,,0,83,0
Baptist University of the Americas,San Antonio,TX,5,2,2,2,0,1,1,0,1.0,192,117,0
Beis Medrash Heichal Dovid,Far Rockaway,NY,1,3,2,2,0,0,0,0,2.0,200,166,0
Auguste Escoffier School of Culinary Arts-Austin,Austin,TX,1,1,6,3,0,0,0,0,,0,610,0
Culinary Institute Inc,Houston,TX,1,1,6,3,0,0,0,0,,0,382,0
Institute of Clinical Acupuncture & Oriental Med,Honolulu,HI,1,7,3,3,0,0,0,0,0.0,0,0,0
Gwinnett College-Marietta Campus,Marietta,GA,1,1,6,3,0,0,0,0,,0,274,0
Charlotte Christian College and Theological Seminary,Charlotte,NC,1,6,2,2,0,0,0,0,0.0,0,87,0
Nightingale College,Salt Lake City,UT,1,3,3,3,0,0,0,0,1.0,0,1335,0
Southeastern College-Columbia,Columbia,SC,1,1,6,3,0,0,0,0,,0,193,0
Mountwest Community and Technical College,Huntington,WV,0,1,4,1,0,0,0,0,,0,1292,0
American InterContinental University,Chandler,AZ,4,4,3,3,0,0,0,0,1.0,0,12830,0
Toyota Technological Institute at Chicago,Chicago,IL,1,7,2,2,0,0,0,0,0.0,0,0,0
American InterContinental University-Houston,Houston,TX,4,4,3,3,0,0,0,0,1.0,0,190,0
University of California-Merced,Merced,CA,2,3,1,1,0,0,0,0,1.0,4016,8276,0
Remington College-North Houston Campus,Houston,TX,0,1,2,2,0,0,0,0,,0,347,0
Pima Medical Institute-Las Vegas,Las Vegas,NV,1,1,6,3,0,0,0,0,,0,843,0
Remington College-Nashville Campus,Nashville,TN,1,1,5,2,0,0,0,0,,0,345,0
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,4,4,2,2,0,0,0,0,0.0,0,3123,0
Neumont College of Computer Science,Salt Lake City,UT,1,2,3,3,0,0,0,0,1.0,299,529,0
Johnson & Wales University-Charlotte,Charlotte,NC,5,3,2,2,0,0,0,0,1.0,1202,1391,0
Roseman University of Health Sciences,Henderson,NV,1,6,2,2,0,0,0,0,0.0,0,555,0
Fortis Institute-Port Saint Lucie,Port Saint Lucie,FL,1,1,6,3,0,0,0,0,,0,474,0
Divine Mercy University,Sterling,VA,1,7,2,2,0,0,0,0,0.0,0,0,0
Northwest Career College,Las Vegas,NV,0,1,6,3,0,0,0,0,,0,1723,0
American Academy of Health and Wellness,Roseville,MN,1,7,3,3,0,0,0,0,0.0,0,0,0
Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ,1,7,3,3,0,0,0,0,0.0,0,0,0
Ave Maria University,Ave Maria,FL,5,3,2,2,0,0,0,0,2.0,1224,1071,0
Cambridge Institute of Allied Health & Technology,Altamonte Springs,FL,1,1,6,3,0,0,0,0,,0,377,0
Career Care Institute,Lancaster,CA,1,1,6,3,0,0,0,0,,0,549,0
ATA Career Education,Spring Hill,FL,1,1,6,3,0,0,0,0,,0,230,0
Community Christian College,Redlands,CA,0,1,5,2,0,0,0,0,,0,490,0
Eastern School of Acupuncture and Traditional Medicine,Bloomfield,NJ,1,6,3,3,0,0,0,0,0.0,0,11,0
Ecclesia College,Springdale,AR,5,3,2,2,0,0,0,0,2.0,140,192,0
Los Angeles College of Music,Pasadena,CA,1,2,3,3,0,0,0,0,2.0,108,249,0
Maple Springs Baptist Bible College and Seminary,Capitol Heights,MD,1,4,2,2,0,0,0,0,1.0,0,73,0
SAE Institute of Technology-Nashville,Nashville,TN,1,2,3,3,0,0,0,0,1.0,0,211,0
Southern Technical College,Orlando,FL,0,1,6,3,0,0,0,0,,0,1712,0
Stanbridge University,Irvine,CA,1,4,3,3,0,0,0,0,3.0,0,1508,0
Universal Career School,Sweetwater,FL,1,1,6,3,0,0,0,0,,0,596,0
Universal College of Healing Arts,Omaha,NE,1,1,6,3,0,0,0,0,,0,29,0
Uta Mesivta of Kiryas Joel,Monroe,NY,1,2,2,2,0,0,0,0,1.0,500,2268,0
W L Bonner College,Columbia,SC,1,1,2,2,0,0,0,0,,0,21,0
Harrisburg University of Science and Technology,Harrisburg,PA,4,6,2,2,0,0,0,0,1.0,300,745,0
Blue Ridge Community and Technical College,Martinsburg,WV,0,1,4,1,0,0,0,0,,0,3912,0
Daytona College,Ormond Beach,FL,1,1,3,3,0,0,0,0,,0,236,0
United States University,San Diego,CA,1,6,3,3,0,0,0,0,1.0,0,128,0
Joyce University of Nursing and Health Sciences,Draper,UT,1,3,3,3,0,0,0,0,1.0,0,1309,0
San Joaquin Valley College-Modesto,Salida,CA,0,1,6,3,0,0,0,0,,0,328,0
Eagle Gate College-Layton,Layton,UT,1,2,3,3,0,0,0,0,1.0,0,200,0
New River Community and Technical College,Beaver,WV,0,1,4,1,0,0,0,0,,0,1053,0
The College of Health Care Professions-Southwest Houston,Houston,TX,1,1,6,3,0,0,0,0,,0,663,0
Georgia Gwinnett College,Lawrenceville,GA,5,2,1,1,0,0,0,0,1.0,970,11627,0
Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ,1,7,3,3,0,0,0,0,0.0,0,0,0
California Career College,Canoga Park,CA,1,1,6,3,0,0,0,0,,0,159,0
National Polytechnic College,Lakewood,CA,1,1,6,3,0,0,0,0,,0,185,0
American Career College-Ontario,Ontario,CA,1,1,6,3,0,0,0,0,,0,1435,0
Asher College,Sacramento,CA,0,1,6,3,0,0,0,0,,0,748,0
University of East-West Medicine,Sunnyvale,CA,1,7,3,3,0,0,0,0,0.0,0,0,0
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,1,1,6,3,0,0,0,0,,187,305,0
ATA College,Louisville,KY,1,1,6,3,0,0,0,0,,0,298,0
SUM Bible College and Theological Seminary,El Dorado Hills,CA,1,5,2,2,0,0,0,0,2.0,24,417,0
WellSpring School of Allied Health-Kansas City,Kansas City,MO,1,1,6,3,0,0,0,0,,0,173,0
Careers Unlimited,Orem,UT,1,2,3,3,0,0,0,0,0.0,0,119,0
Eastern International College-Belleville,Belleville,NJ,1,2,3,3,0,0,0,0,1.0,0,234,0
San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA,1,1,6,3,0,0,0,0,,0,197,0
Universal Technical Institute of Northern California Inc,Sacramento,CA,1,1,6,3,0,0,0,0,,0,1350,0
West Hills College-Lemoore,Lemoore,CA,0,1,4,1,0,1,1,0,,0,3932,0
Stautzenberger College-Brecksville,Brecksville,OH,0,1,6,3,0,0,0,0,,0,283,0
Rasmussen University-Illinois,Rockford,IL,0,3,3,3,0,0,0,0,1.0,0,2407,0
International Institute for Restorative Practices,Bethlehem,PA,1,7,2,2,0,0,0,0,0.0,0,0,0
Triangle Tech Inc-Bethlehem,Bethlehem,PA,1,1,6,3,0,0,0,0,,0,131,0
Strayer University-Florida,Tampa,FL,4,4,3,3,0,0,0,0,1.0,0,1766,0
Pima Medical Institute-Renton,Renton,WA,1,1,6,3,0,0,0,0,,0,666,0
CBT Technology Institute-Main Campus,Miami,FL,0,1,6,3,0,0,0,0,,0,95,0
CBT Technology Institute-Hialeah,Hialeah,FL,0,1,6,3,0,0,0,0,,0,140,0
Dewey University-Juana Díaz,Juana Diaz,PR,1,3,2,2,0,1,1,0,1.0,0,125,0
The College of Health Care Professions-San Antonio,San Antonio,TX,1,1,6,3,0,0,0,0,,0,679,0
American Public University System,Charles Town,WV,4,4,3,3,0,0,0,0,1.0,0,40362,0
Huntsville Bible College,Huntsville,AL,1,5,2,2,0,0,0,0,1.0,0,84,0
Gnomon,Hollywood,CA,1,2,3,3,0,0,0,0,3.0,0,575,0
Valley College of Medical Careers,West Hills,CA,1,1,6,3,0,0,0,0,,0,129,0
Dragon Rises College of Oriental Medicine,Gainesville,FL,1,7,2,2,0,0,0,0,0.0,0,0,0
SABER College,Miami,FL,1,1,5,2,0,1,1,0,,0,41,0
Taylor College,Belleview,FL,1,1,6,3,0,0,0,0,,0,228,0
Louisiana Culinary Institute,Baton Rouge,LA,1,1,6,3,0,0,0,0,,0,114,0
Bais Medrash Toras Chesed,Lakewood,NJ,1,2,2,2,0,0,0,0,2.0,135,150,0
Visible Music College,Memphis,TN,1,3,2,2,0,0,0,0,0.0,127,200,0
Virginia Beach Theological Seminary,Virginia Beach,VA,1,7,2,2,0,0,0,0,0.0,0,0,0
Milwaukee Career College,Milwaukee,WI,0,1,6,3,0,0,0,0,,0,231,0
University of the West,Rosemead,CA,5,5,2,2,0,0,0,0,1.0,174,114,0
American College of Education,Indianapolis,IN,1,6,3,3,0,0,0,0,0.0,0,85,0
South University-Tampa,Tampa,FL,1,5,3,3,0,0,0,0,1.0,0,548,0
Appalachian College of Pharmacy,Oakwood,VA,1,7,2,2,0,0,0,0,0.0,0,0,0
Fortis College-Columbus,Westerville,OH,1,1,6,3,0,0,0,0,,0,1042,0
Fortis College-Cincinnati,Cincinnati,OH,1,1,6,3,0,0,0,0,,0,587,0
Blue Cliff College-Alexandria,Alexandria,LA,1,1,6,3,0,0,0,0,,0,521,0
Strayer University-Delaware,Wilmington,DE,1,4,3,3,0,0,0,0,1.0,0,357,0
Brite Divinity School,Fort Worth,TX,1,7,2,2,0,0,0,0,0.0,64,0,0
Strayer University-Alabama,Birmingham,AL,4,4,3,3,0,0,0,0,1.0,0,1534,0
Rasmussen University-Wisconsin,Green Bay,WI,5,3,3,3,0,0,0,0,1.0,0,625,0
Carrington College-Stockton,Stockton,CA,1,1,6,3,0,0,0,0,,0,332,0
Carrington College-Citrus Heights,Citrus Heights,CA,1,1,6,3,0,0,0,0,,0,217,0
Columbia Southern University,Orange Beach,AL,4,5,3,3,0,0,0,0,1.0,0,13254,0
Healthcare Career College,Paramount,CA,1,1,6,3,0,0,0,0,,0,374,0
Academy for Five Element Acupuncture,Gainesville,FL,1,7,2,2,0,0,0,0,0.0,0,0,0
Miami Regional University,Miami Springs,FL,1,5,3,3,0,0,0,0,1.0,0,442,0
Yeshivas Be'er Yitzchok,Elizabeth,NJ,1,2,2,2,0,0,0,0,1.0,0,57,0
Yeshiva Toras Chaim,Lakewood,NJ,1,2,2,2,0,0,0,0,2.0,223,218,0
Talmudical Seminary of Bobov,Brooklyn,NY,1,2,2,2,0,0,0,0,1.0,0,423,0
MyComputerCareer.edu-Columbus,Westerville,OH,1,1,6,3,0,0,0,0,,0,3013,0
Charleston School of Law,Charleston,SC,1,7,3,3,0,0,0,0,0.0,0,0,0
Southwest University at El Paso,El Paso,TX,1,2,3,3,0,0,0,0,1.0,0,1558,0
CEM College-Bayamon,Bayamón,PR,1,2,3,3,0,0,0,0,1.0,0,143,0
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,5,2,3,3,0,0,0,0,1.0,0,1453,0
The Art Institute of Austin,Bastrop,TX,5,2,3,3,0,0,0,0,1.0,0,236,0
Remington College-Houston Southeast Campus,Webster,TX,0,1,5,2,0,0,0,0,,0,147,0
Remington College-Shreveport Campus,Shreveport,LA,0,2,2,2,0,0,0,0,1.0,0,348,0
Patrick Henry College,Purcellville,VA,5,2,2,2,0,0,0,0,3.0,295,340,0
Ross College-Sylvania,Sylvania,OH,1,1,6,3,0,0,0,0,,0,557,0
Fortis Institute-Nashville,Nashville,TN,1,1,6,3,0,0,0,0,,0,475,0
ATA College-Cincinnati,Cincinnati,OH,1,1,6,3,0,0,0,0,,0,231,0
Galen College of Nursing-Cincinnati,Cincinnati,OH,1,1,3,3,0,0,0,0,,0,1067,0
