#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Spanish Literature","15","15","13"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Statistics","983","983","780"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","U.S. History","1466","1466","738"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","World History","1987","1987","1551"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","661","Gilmer County","0196","Gilmer High School","ALL Subjects","161","213","119"
"AP COUNTS","2022-23","SCHOOL","661","Gilmer County","0196","Gilmer High School","Biology","23","23","13"
"AP COUNTS","2022-23","SCHOOL","661","Gilmer County","0196","Gilmer High School","Calculus A","12","12","10"
"AP COUNTS","2022-23","SCHOOL","661","Gilmer County","0196","Gilmer High School","Chemistry","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","661","Gilmer County","0196","Gilmer High School","Eng. Language & Comp","15","15","TFS"
"AP COUNTS","2022-23","SCHOOL","661","Gilmer County","0196","Gilmer High School","Environmental Science","21","21","TFS"
"AP COUNTS","2022-23","SCHOOL","661","Gilmer County","0196","Gilmer High School","Geography: Human","62","62","31"
"AP COUNTS","2022-23","SCHOOL","661","Gilmer County","0196","Gilmer High School","U.S. History","34","34","13"
"AP COUNTS","2022-23","SCHOOL","661","Gilmer County","0196","Gilmer High School","World History","32","32","27"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","661","Gilmer County","ALL","All Schools","ALL Subjects","161","213","119"
"AP COUNTS","2022-23","DISTRICT","661","Gilmer County","ALL","All Schools","Biology","23","23","13"
"AP COUNTS","2022-23","DISTRICT","661","Gilmer County","ALL","All Schools","Calculus A","12","12","10"
"AP COUNTS","2022-23","DISTRICT","661","Gilmer County","ALL","All Schools","Chemistry","14","14","TFS"
"AP COUNTS","2022-23","DISTRICT","661","Gilmer County","ALL","All Schools","Eng. Language & Comp","15","15","TFS"
"AP COUNTS","2022-23","DISTRICT","661","Gilmer County","ALL","All Schools","Environmental Science","21","21","TFS"
"AP COUNTS","2022-23","DISTRICT","661","Gilmer County","ALL","All Schools","Geography: Human","62","62","31"
"AP COUNTS","2022-23","DISTRICT","661","Gilmer County","ALL","All Schools","U.S. History","34","34","13"
"AP COUNTS","2022-23","DISTRICT","661","Gilmer County","ALL","All Schools","World History","32","32","27"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","663","Glynn County","3552","Brunswick High School","ALL Subjects","215","333","124"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Art History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Art: Studio 2-D Design","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Biology","20","20","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Capstone","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Capstone Research","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Economics: Macro","16","16","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Economics: Micro","26","26","16"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Eng. Language & Comp","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Environmental Science","40","40","10"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","European History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Geography: Human","32","32","15"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Gov. & Pol. U.S.","24","24","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Psychology","39","39","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","Statistics","15","15","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","U.S. History","15","15","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","3552","Brunswick High School","World History","29","29","18"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","663","Glynn County","4752","Glynn Academy","ALL Subjects","506","1045","623"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Art History","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Biology","20","20","15"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Calculus A","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Calculus BC","23","23","17"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Capstone","104","104","92"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Capstone Research","20","20","13"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Chemistry","18","18","13"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Computer Science A","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Computer Science Principles","18","18","11"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Economics: Micro","57","57","27"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Eng. Language & Comp","98","98","52"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Eng. Literature & Comp","45","45","38"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Environmental Science","99","99","56"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","European History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","French Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Geography: Human","19","19","17"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Gov. & Pol. Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Gov. & Pol. U.S.","141","141","43"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Physics 1","21","21","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Physics C: Mechanics","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Psychology","26","26","16"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","Statistics","52","52","37"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","U.S. History","97","97","40"
"AP COUNTS","2022-23","SCHOOL","663","Glynn County","4752","Glynn Academy","World History","112","112","83"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","663","Glynn County","ALL","All Schools","ALL Subjects","721","1378","747"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Art History","11","11","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Art: Studio 2-D Design","11","11","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Biology","40","40","23"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Calculus A","13","13","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Calculus BC","32","32","20"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Capstone","111","111","99"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Capstone Research","25","25","16"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Chemistry","23","23","16"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Computer Science A","14","14","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Computer Science Principles","26","26","11"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Economics: Macro","25","25","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Economics: Micro","83","83","43"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Eng. Language & Comp","111","111","58"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Eng. Literature & Comp","54","54","41"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Environmental Science","139","139","66"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","European History","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","French Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Geography: Human","51","51","32"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Gov. & Pol. Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Gov. & Pol. U.S.","165","165","48"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Physics 1","23","23","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Physics C: Mechanics","10","10","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Psychology","65","65","19"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","Statistics","67","67","44"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","U.S. History","112","112","46"
"AP COUNTS","2022-23","DISTRICT","663","Glynn County","ALL","All Schools","World History","141","141","101"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","664","Gordon County","0106","Sonoraville High School","ALL Subjects","28","30","19"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0106","Sonoraville High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0106","Sonoraville High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0106","Sonoraville High School","Environmental Science","15","15","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0106","Sonoraville High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0106","Sonoraville High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0106","Sonoraville High School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","664","Gordon County","0286","Gordon Central High School","ALL Subjects","43","64","39"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0286","Gordon Central High School","Biology","15","15","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0286","Gordon Central High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0286","Gordon Central High School","Economics: Macro","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0286","Gordon Central High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0286","Gordon Central High School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0286","Gordon Central High School","Gov. & Pol. U.S.","15","15","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0286","Gordon Central High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0286","Gordon Central High School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","664","Gordon County","0286","Gordon Central High School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","664","Gordon County","ALL","All Schools","ALL Subjects","71","94","58"
"AP COUNTS","2022-23","DISTRICT","664","Gordon County","ALL","All Schools","Biology","16","16","10"
"AP COUNTS","2022-23","DISTRICT","664","Gordon County","ALL","All Schools","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","664","Gordon County","ALL","All Schools","Economics: Macro","10","10","TFS"
"AP COUNTS","2022-23","DISTRICT","664","Gordon County","ALL","All Schools","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","664","Gordon County","ALL","All Schools","Environmental Science","17","17","TFS"
"AP COUNTS","2022-23","DISTRICT","664","Gordon County","ALL","All Schools","Gov. & Pol. U.S.","16","16","TFS"
"AP COUNTS","2022-23","DISTRICT","664","Gordon County","ALL","All Schools","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","664","Gordon County","ALL","All Schools","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","664","Gordon County","ALL","All Schools","World History","13","13","10"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","665","Grady County","1050","Cairo High School","ALL Subjects","142","248","61"
"AP COUNTS","2022-23","SCHOOL","665","Grady County","1050","Cairo High School","Art History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","665","Grady County","1050","Cairo High School","Calculus A","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","665","Grady County","1050","Cairo High School","Chemistry","37","37","TFS"
"AP COUNTS","2022-23","SCHOOL","665","Grady County","1050","Cairo High School","Eng. Language & Comp","42","42","11"
"AP COUNTS","2022-23","SCHOOL","665","Grady County","1050","Cairo High School","Eng. Literature & Comp","12","12","11"
"AP COUNTS","2022-23","SCHOOL","665","Grady County","1050","Cairo High School","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","665","Grady County","1050","Cairo High School","Psychology","64","64","11"
"AP COUNTS","2022-23","SCHOOL","665","Grady County","1050","Cairo High School","U.S. History","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","665","Grady County","1050","Cairo High School","World History","64","64","19"
